City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,rio de janeiro,-22.9028,-43.2075,21.0,78,100,5.14,BR,1726552458
288,vytegra,61.0064,36.4481,18.49,64,93,1.91,RU,1726552541
289,kuching,1.55,110.3333,36.66,47,40,3.6,MY,1726552543
290,forster,-32.1667,152.5167,17.43,70,7,4.39,AU,1726552544
291,serdar,38.9764,56.2757,24.44,21,8,2.41,TM,1726552545
292,mili,6.0815,171.735,29.01,67,56,1.02,MH,1726552546
293,treasure island,27.7692,-82.769,27.01,89,75,3.09,US,1726552547
294,guarenas,10.4674,-66.6066,20.61,98,99,1.71,VE,1726552548
295,bridgewater,44.3835,-64.5155,14.23,83,0,3.12,CA,1726552551
296,castillos,-34.1667,-53.8333,9.55,86,0,1.99,UY,1726552552
297,apolinario saravia,-24.4328,-63.9954,16.28,43,0,1.94,AR,1726552553
298,keflavik,64.0049,-22.5624,8.24,93,75,7.2,IS,1726552554
299,palikir - national government center,6.9248,158.1611,28.47,84,100,2.06,FM,1726552555
300,puerto baquerizo moreno,-0.9,-89.6,20.91,84,78,6.36,EC,1726552556
301,puerto deseado,-47.7503,-65.8938,10.26,47,98,10.98,AR,1726552557
302,sassandra,4.95,-6.0833,23.69,94,98,1.95,CI,1726552559
303,kolonia,50.9333,6.95,14.47,86,100,1.54,DE,1726552560
304,acarau,-2.8856,-40.12,25.07,81,7,8.42,BR,1726552561
305,howard springs,-12.497,131.047,25.55,76,77,6.05,AU,1726552562
306,fortuna,40.5982,-124.1573,14.4,93,100,0.0,US,1726552563
307,lebu,-37.6167,-73.65,7.94,93,82,4.01,CL,1726552565
308,kanggye,40.9695,126.5852,26.08,66,84,2.09,KP,1726552566
309,aktau,43.65,51.2,23.32,39,100,6.59,KZ,1726552567
310,usogorsk,63.4106,48.6872,15.72,69,62,3.45,RU,1726552569
311,tromso,69.6496,18.957,11.01,76,100,9.77,NO,1726552570
312,dunedin,-45.8742,170.5036,3.78,87,97,4.02,NZ,1726552285
313,faraskur,31.3298,31.7151,26.7,54,0,2.75,EG,1726552572
314,zheleznogorsk-ilimskiy,56.5768,104.1217,3.81,66,99,2.54,RU,1726552573
315,chernyshevskiy,63.0128,112.4714,1.77,97,100,4.78,RU,1726552574
316,la foa,-21.7108,165.8276,19.99,52,25,7.24,NC,1726552575
317,pizarro,4.9533,-77.366,25.32,91,99,1.52,CO,1726552576
318,kingston,17.997,-76.7936,30.53,70,20,5.66,JM,1726552578
319,chonchi,-42.6128,-73.8092,5.07,80,99,0.84,CL,1726552579
320,juan griego,11.0817,-63.9655,22.07,100,93,4.63,VE,1726552580
321,brookings,44.3114,-96.7984,21.21,82,0,5.66,US,1726552581
322,lupane,-18.9315,27.807,25.74,23,0,6.59,ZW,1726552582
323,perevoz,55.5961,44.5446,19.18,51,14,1.94,RU,1726552583
324,lokossa,6.6387,1.7167,23.06,96,100,0.84,BJ,1726552584
325,nizhneangarsk,55.7833,109.55,6.74,49,29,2.84,RU,1726552585
326,utrik,11.2278,169.8474,28.48,75,55,4.19,MH,1726552587
327,kuytun,54.3419,101.5036,2.57,97,100,2.26,RU,1726552589
328,koungou,-12.7336,45.2042,27.84,69,0,2.57,YT,1726552590
329,boromo,11.75,-2.9333,23.46,93,98,1.58,BF,1726552591
330,extrema,-22.8547,-46.3183,14.16,89,97,2.6,BR,1726552592
331,utsunomiya,36.5658,139.8836,32.14,50,9,1.67,JP,1726552593
332,abqaiq,25.9371,49.6776,36.54,18,0,2.3,SA,1726552595
333,crane,31.3974,-102.3501,25.86,55,43,6.56,US,1726552523
334,kulgam,33.65,75.0167,24.98,38,0,2.03,IN,1726552597
335,leticia,-4.2153,-69.9406,25.03,94,20,1.03,CO,1726552598
336,forked river,39.8398,-74.1901,21.17,90,100,1.54,US,1726552599
337,margate,51.3813,1.3862,15.94,79,99,0.89,GB,1726552600
338,borodino,55.9106,94.8983,7.69,52,57,1.84,RU,1726552601
339,hasaki,35.7333,140.8333,27.6,79,56,7.51,JP,1726552602
340,la mira,18.035,-102.3266,26.57,88,100,2.09,MX,1726552604
341,rovaniemi,66.5,25.7167,11.67,93,100,4.12,FI,1726552605
342,camalu,30.85,-116.0667,17.37,74,0,4.76,MX,1726552606
343,miguel ahumada,30.6167,-106.5167,28.34,37,83,1.49,MX,1726552607
344,dalandzadgad,43.5708,104.425,22.56,23,0,2.03,MN,1726552608
345,sheringham,52.9408,1.2093,14.03,79,68,5.11,GB,1726552609
346,warangal,18.0,79.5833,29.56,64,93,5.77,IN,1726552610
347,haiku-pauwela,20.9219,-156.3051,26.23,77,40,8.23,US,1726552611
348,cidreira,-30.1811,-50.2056,14.81,93,2,2.97,BR,1726552613
349,ashchysay,43.5542,68.8889,16.53,38,68,3.53,KZ,1726552614
350,manado,1.487,124.8455,32.43,62,20,1.54,ID,1726552615
351,kapa'a,22.0752,-159.319,27.18,83,75,7.2,US,1726552616
352,gidole,5.65,37.3667,17.65,55,100,1.93,ET,1726552617
353,rawson,-43.3002,-65.1023,11.16,50,0,4.12,AR,1726552618
354,tanjung pandan,-2.75,107.65,30.83,56,100,5.14,ID,1726552619
355,mindelo,16.8901,-24.9804,25.75,78,20,2.57,CV,1726552620
356,nova vicosa,-17.8919,-39.3719,22.8,85,0,3.8,BR,1726552622
357,healesville,-37.65,145.5167,16.65,57,72,2.49,AU,1726552623
358,pamandzi,-12.7967,45.2794,27.88,69,0,2.57,YT,1726552624
359,canutama,-6.5339,-64.3831,26.95,57,74,1.24,BR,1726552625
360,carbonear,47.7332,-53.2148,17.91,87,83,7.75,CA,1726552626
361,arno,60.1167,18.6333,11.32,77,99,2.37,SE,1726552627
362,warmbad,-28.45,18.7333,13.95,48,0,2.58,NA,1726552628
363,pisco,-13.7,-76.2167,14.03,88,2,2.06,PE,1726552630
364,pacific grove,36.6177,-121.9166,15.24,92,100,1.54,US,1726552631
365,bacalar,18.6667,-88.3833,26.25,91,36,1.81,MX,1726552632
